iso_alpha_3,year,frac_trns_mtkm_dem_freight_water_borne,frac_trns_mtkm_dem_freight_road_heavy_freight,frac_trns_mtkm_dem_freight_rail_freight,frac_trns_mtkm_dem_freight_aviation
CHN,2020,0.13505651211417133,0.6573586697896631,0.20708665191873987,0.0004981661774256607
CMR,2011,0.10791362120765036,0.7266183827866525,0.1654675525414504,4.4346424673483494e-07
CMR,2012,0.10791362098990898,0.7266183813921077,0.16546755222721604,4.453907673082517e-07
CMR,2013,0.10791362077050987,0.7266183798416807,0.16546755187428677,4.475135227412365e-07
CMR,2014,0.10791360485342484,0.7266182727029271,0.16546752739551832,5.950481296347994e-07
CMR,2015,0.10791361035431633,0.7266183097164116,0.16546753581562804,5.441136438840076e-07
CMR,2016,0.10791361508565418,0.7266183416084272,0.16546754312889878,5.001770198054056e-07
CMR,2017,0.10791361921349847,0.7266183694219136,0.1654675494712026,4.61893385342446e-07
CMR,2018,0.10791359381597967,0.7266181984305,0.16546751048305045,6.972704698430954e-07
CMR,2019,0.10791363602371157,0.7266184822424263,0.16546757519103894,3.0654282319802663e-07
CMR,2020,0.10791364485967128,0.7266185420792983,0.16546758882714155,2.2423388884335207e-07
COL,2011,0.16728220723915366,0.574450420587284,0.2564993843712805,0.0017679878022817757
COL,2012,0.1647543499482393,0.5810486347708168,0.25262333659986697,0.0015736786810769017
COL,2013,0.16243876509388805,0.5865166918303973,0.24907277312245027,0.0019717699532643598
COL,2014,0.1605122826001495,0.5913627808953891,0.24611883338123264,0.002006103123228715
COL,2015,0.15892691466684286,0.5954800228339298,0.24368793576462078,0.0019051267346066347
COL,2016,0.159272434879181,0.5948814148715764,0.24421773346241263,0.0016284167868299134
COL,2017,0.15965787795896824,0.5937458025379743,0.24480874618503673,0.0017875733180205756
COL,2018,0.16007090611030894,0.5926197287390258,0.24544205598047975,0.0018673091701856858
COL,2019,0.16034615423650048,0.5916808056892013,0.24586410320805568,0.0021089368662424025
COL,2020,0.1604816149194851,0.5914377166692627,0.2460718096058501,0.0020088588054021634
COM,2011,0.10720013203707099,0.721814222414573,0.1643735357910303,0.006612109757325626
COM,2012,0.10720026205510581,0.7218150978539546,0.1643737351827915,0.006610904908148202
COM,2013,0.10720039900244188,0.721816019951485,0.16437394513365805,0.006609635912415005
COM,2014,0.10720054173929698,0.7218169811300911,0.16437416395750976,0.006608313173102172
COM,2015,0.10720069040372336,0.7218179820885003,0.16437439194297132,0.0066069355648049975
COM,2016,0.10720085058566613,0.7218190606785554,0.16437463755613757,0.0066054511796407945
COM,2017,0.10720101675529793,0.7218201793984484,0.16437489240430103,0.006603911441952469
COM,2018,0.10720118921045534,0.7218213406187343,0.16437515679107534,0.0066023133797350345
COM,2019,0.10720136865403582,0.721822548931187,0.16437543188401182,0.0066006505307653115
COM,2020,0.10720155513197713,0.7218238045587346,0.16437571786218785,0.006598922447100406
CPV,2011,0.10791095092491276,0.7266004028634987,0.16546345801788628,2.5188193702210325e-05
CPV,2012,0.1079106406030893,0.7265983133048547,0.16546298230786102,2.806378419501248e-05
CPV,2013,0.10791097135866404,0.7266005403907005,0.16546348946982745,2.4998780807960013e-05
CPV,2014,0.10791105483969174,0.7266011026258663,0.16546361740799118,2.422512645090175e-05
CPV,2015,0.10791206464320528,0.7266079019189075,0.16546516581026444,1.486762762267967e-05
CPV,2016,0.10791206482856695,0.7266079031824481,0.1654651660636083,1.4865925376783148e-05
CPV,2017,0.1079120650093931,0.7266079043725694,0.16546516639575778,1.4864222279759993e-05
CPV,2018,0.10791360156847431,0.7266182505061839,0.1654675223861302,6.255392114948644e-07
CPV,2019,0.1079135997373919,0.7266182381623273,0.16546751954332162,6.425569592493961e-07
CPV,2020,0.1079136256096722,0.7266184124350304,0.16546755927502194,4.0268027540284886e-07
CRI,2011,0.17248359606838198,0.5627568071278946,0.264474847338616,0.00028474946510755023
CRI,2012,0.1675746297802696,0.5752280821308152,0.25694776558911925,0.000249522499795918
CRI,2013,0.1632016131253148,0.5863538205713422,0.2502424733692476,0.00020209293409543388
CRI,2014,0.15927719805104912,0.5963311042563749,0.24422503701160866,0.000166660680967473
CRI,2015,0.1557388738583208,0.6053375130896937,0.23879960659166305,0.00012400646032230896
CRI,2016,0.15424154789102976,0.6091761373651231,0.23650370678363486,7.860796021228638e-05
CRI,2017,0.1527716634854573,0.6128440762060523,0.23424988409593203,0.00013437621255833702
CRI,2018,0.15135035703535718,0.6164406736102565,0.23207054736301352,0.00013842199137275527
CRI,2019,0.14996788739108416,0.619950173379467,0.2299507605691597,0.00013117866028930828
CRI,2020,0.14863651798329133,0.623435006430799,0.227909327598109,1.9147987800801992e-05
CUB,2011,0.1295090977817527,0.6717648929945006,0.19858061662498827,0.0001453925987585792
CUB,2012,0.12760823314636124,0.6765972331707525,0.19566595749607782,0.00012857618680840252
CUB,2013,0.12588741412671992,0.6809646753645672,0.19302736830865047,0.00012054220006228449
CUB,2014,0.12431828334972825,0.6849428536259766,0.19062136782553815,0.00011749519875694492
CUB,2015,0.12287255367193682,0.6885873161537067,0.18840458223649484,0.0001355479378617272
CUB,2016,0.12272586178863755,0.6889267871062383,0.18817965473827827,0.00016769636684584374
CUB,2017,0.12255759008354426,0.6892143409633836,0.18792163811099175,0.00030643084208027547
CUB,2018,0.12242384161260242,0.6897462161885406,0.18771655711804422,0.0001133850808127041
CUB,2019,0.1222672187779621,0.6901693291404963,0.1874764020627079,8.705001883356917e-05
CUB,2020,0.12210865166111898,0.6905733061713624,0.18723326590564776,8.477626187090922e-05
CYP,2011,0.17867596472766006,0.5470388151829831,0.27396981249074676,0.00031540759861003293
CYP,2012,0.1787165780015089,0.5470824311846159,0.274032086303592,0.00016890451028323406
CYP,2013,0.1787229310509654,0.5470207780343742,0.27404182761641344,0.00021446329824697868
CYP,2014,0.17875397402614224,0.5470349772028514,0.2740894267871675,0.00012162198383875185
CYP,2015,0.17878926804956102,0.5470629398868427,0.27414354429967924,4.247763916946987e-06
CYP,2016,0.17881085194183308,0.5470072600761282,0.27417663958907085,5.248392967798151e-06
CYP,2017,0.17883221634006277,0.5469521588757551,0.27420939840883135,6.226375350758026e-06
CYP,2018,0.18360853178956738,0.5348579842227207,0.2815330821015774,4.0188613471654706e-07
CYP,2019,0.18028208997969877,0.5432827905154546,0.27643253797378864,2.5815310580942764e-06
CYP,2020,0.1771871961744735,0.5511199174103052,0.2716870341211466,5.8522940747348495e-06
DEU,2011,0.13823241078829895,0.752285771513469,0.10250157428019735,0.006980243418034724
DEU,2012,0.13859776926591372,0.7511249665964135,0.10347367548353915,0.0068035886541336745
DEU,2013,0.13853237637058619,0.7494393631767307,0.1051769511236828,0.006851309329000395
DEU,2014,0.1384902207486927,0.7504439049912158,0.10440622542638742,0.006659648833704021
DEU,2015,0.13839887708059315,0.7486424904889125,0.106574673651612,0.006383958778882412
DEU,2016,0.13818883389690434,0.741065308920463,0.11457318202898624,0.00617267515364644
DEU,2017,0.13807054679737663,0.7383668921349565,0.11654380673334741,0.0070187543343194015
DEU,2018,0.13809977818438188,0.7387579516605464,0.11602846211153169,0.007113808043540044
DEU,2019,0.13818083432083916,0.7386951133595693,0.11614292457347211,0.006981127746119584
DEU,2020,0.13901607874685387,0.751390834698613,0.10434288711501677,0.005250199439516339
DJI,2011,0.10721164461442555,0.7218917404547096,0.16439118837168137,0.006505426559183458
DJI,2012,0.10721189167305202,0.7218934039957279,0.1643915672337386,0.006503137097481382
DJI,2013,0.10721215648660483,0.7218951869735746,0.16439197322252586,0.006500683317294764
DJI,2014,0.10721242922516372,0.7218970233778444,0.16439239142769418,0.006498155969297439
DJI,2015,0.10721270281091574,0.7218988656607699,0.16439281097156283,0.0064956205567514354
DJI,2016,0.10721293194172159,0.7219004084731092,0.16439316230891562,0.006493497276253552
DJI,2017,0.10721316119117678,0.7219019520162818,0.16439351377046074,0.006491373022080631
DJI,2018,0.1072133901154934,0.7219034933943653,0.1643938648144715,0.006489251675669766
DJI,2019,0.10721361817370516,0.7219050290724415,0.1643942145898375,0.006487138164015999
DJI,2020,0.10721384549503217,0.721906559672574,0.16439456314487805,0.006485031687515885
DNK,2011,0.16947223047212356,0.7489706471989978,0.06541512485476228,0.016141997474116442
DNK,2012,0.16984079735381813,0.7563198271529965,0.057544975492803144,0.01629440000038226
DNK,2013,0.17000056398479027,0.7515488759930238,0.062090096467582005,0.01636046355460392
DNK,2014,0.16873211330896398,0.7552096432468476,0.06022228465938545,0.01583595878480283
DNK,2015,0.16996151684328928,0.747737866934195,0.06595629867370838,0.01634431754880749
DNK,2016,0.16889722395565662,0.751708554556051,0.0634899893970177,0.015904232091274766
DNK,2017,0.1670518547211755,0.755532217223915,0.06227475673790818,0.01514117131700143
DNK,2018,0.1648968293694931,0.7635910072688683,0.05726209574164873,0.01425006761998983
DNK,2019,0.14789619324244246,0.6115754626736801,0.2267741628973219,0.013754181186555579
DNK,2020,0.14750393139996829,0.6224118897983328,0.22617269483041674,0.00391148397128221
DOM,2011,0.13748749173247315,0.6464798548085079,0.2108141540735627,0.005218499385456354
DOM,2012,0.13363679512060078,0.656600074331776,0.20490975247108542,0.004853378076537795
DOM,2013,0.13038548801944158,0.6651448619411591,0.1999244149414092,0.0045452350979900075
DOM,2014,0.12760424291328423,0.672454161433249,0.19565983911858845,0.004281756534878338
DOM,2015,0.1251977016564444,0.6787785947125715,0.19196980916428696,0.004053894466696986
DOM,2016,0.12298330717219202,0.6845967862440617,0.18857440432193326,0.0038455022618130537
DOM,2017,0.12104302594294006,0.6896945531384314,0.18559930648278208,0.0036631144358463042
DOM,2018,0.1193235048291386,0.694211839035444,0.18296270738152026,0.0035019487538971053
DOM,2019,0.11778745867821391,0.6982465901166438,0.1806074366435692,0.0033585145615733112
DOM,2020,0.11640595040230116,0.7018748452299096,0.17848912393297237,0.0032300804348167644
DZA,2011,0.17877946916895057,0.5470402344126786,0.27412851938773447,5.177703063641308e-05
DZA,2012,0.17626435373029473,0.553415439947772,0.27027200908325666,4.819723867671068e-05
DZA,2013,0.17420698572191898,0.5586230622509378,0.2671173780789069,5.2573948236332614e-05
DZA,2014,0.17250308816202,0.5629313329044772,0.2645047352004889,6.084373301389143e-05
DZA,2015,0.17107062107135584,0.5665633159096064,0.26230828566033254,5.777735870527226e-05
DZA,2016,0.17277995715180908,0.5622343757149647,0.2649292675352526,5.63995979735936e-05
DZA,2017,0.1744995968590888,0.5578701826172133,0.2675660484482777,6.417207542017124e-05
DZA,2018,0.17620120860598745,0.5535511275102896,0.27017518651038686,7.247737333604099e-05
DZA,2019,0.17784512563811086,0.5493939190942576,0.27269585935238866,6.509591524299957e-05
DZA,2020,0.17940187993265436,0.5454759134159548,0.2750828824460587,3.932420533213119e-05
ECU,2011,0.1346769671557864,0.6576776908411283,0.20650468291806223,0.0011406590850230995
ECU,2012,0.13337995232468514,0.6610420254077777,0.2045159269911683,0.0010620952763688992
ECU,2013,0.13217842930552492,0.6641962801083472,0.20267359168673255,0.0009516988993952695
ECU,2014,0.13110439060197063,0.6671906474939264,0.2010267322453404,0.0006782296587625433
ECU,2015,0.13012625013924373,0.6698312186339483,0.19952691678355303,0.0005156144432549815
ECU,2016,0.13139597028067793,0.6666292508621909,0.20147382106928907,0.0005009577878421596
ECU,2017,0.13280978889025424,0.6630507615842502,0.20364167630414307,0.0004977732213523067
ECU,2018,0.13435767332941437,0.6590516229316103,0.20601509918279998,0.0005756045561752032
ECU,2019,0.1360377484243616,0.65489726319514,0.2085912142693384,0.00047377411116010325
ECU,2020,0.1378312999373474,0.6507244629638221,0.21134132664823577,0.00010291045059465216
ESP,2011,0.08816261865138587,0.8893775610812319,0.019755296552819244,0.0027045237145630276
ESP,2012,0.08904589998053952,0.8885186303462757,0.020022054089156537,0.0024134155840282293
ESP,2013,0.08974076841133226,0.8875362656176311,0.020614427119430453,0.0021085388516060514
ESP,2014,0.09020722294237403,0.8855086588567072,0.022209066573678063,0.002075051627240886
ESP,2015,0.08977503057832047,0.8863429746793176,0.021794674658990498,0.0020873200833714696
ESP,2016,0.09242144165925972,0.8847842782836223,0.020715419158969857,0.0020788608981481124
ESP,2017,0.09140473391222352,0.8872869286746748,0.019324510829726197,0.0019838265833754753
ESP,2018,0.08966055111060126,0.8891054228527308,0.01923958935807386,0.0019944366785941106
ESP,2019,0.08708112371392028,0.892914622768379,0.017958464250411945,0.0020457892672888093
ESP,2020,0.07480687427627361,0.9080491172683866,0.01624864364955718,0.0008953648057824826
EST,2011,4.1027541337196707e-05,0.7424754155792488,0.2572837117255605,0.0001998451538534852
EST,2012,4.5772347021034956e-05,0.7650847804565993,0.23476636787088828,0.00010307932549137071
EST,2013,4.668728284574065e-05,0.7794908743924859,0.22045734959758734,5.088727081054348e-06
EST,2014,5.236177526574502e-05,0.8294105202094011,0.1704899402652658,4.71777500673352e-05
EST,2015,5.333939165803294e-05,0.833801370398371,0.16609886562311457,4.6424586856426134e-05
EST,2016,5.520895679197977e-05,0.8708108754798969,0.1291337499364407,1.656268703759393e-07
EST,2017,5.871817843375815e-05,0.863333377511546,0.13651976485848769,8.813945153254394e-05
EST,2018,5.967833000920812e-05,0.845045152930387,0.15480558804388586,8.958069571800074e-05
EST,2019,7.192950360187199e-05,0.8448120198039865,0.15500808026203414,0.00010797043037752444
EST,2020,8.317736842697288e-05,0.8559782984819779,0.14381367001023612,0.00012485413935897717
ETH,2011,0.133577221832509,0.6572775924975757,0.20481840681555272,0.004326778854362642
ETH,2012,0.13485907434375863,0.6527410876757344,0.206783913945876,0.005615924034630977
ETH,2013,0.13612764510867473,0.6492364841581711,0.20872905586318105,0.005906814869973027
ETH,2014,0.13722219716554718,0.6457203700912558,0.21040736890785136,0.00665006383534558
ETH,2015,0.1509963489910553,0.6077237924634683,0.2315277351778206,0.009752123367655758
ETH,2016,0.14646110526860417,0.6186099386822985,0.22457369478200812,0.010355261267089185
ETH,2017,0.14267816237539463,0.6259287174851349,0.21877318225220643,0.012619937887264055
ETH,2018,0.1401106938020901,0.6337059438628139,0.21483639717044622,0.011346965164649874
ETH,2019,0.13778963647960227,0.6389587394709834,0.21127744259554096,0.011974181453873363
ETH,2020,0.1358328842232819,0.6430575660931269,0.20827708914236562,0.012832460541225544
FIN,2011,0.051227016689853036,0.8178627003995976,0.12135093842692114,0.009559344483628166
FIN,2012,0.038839802410699446,0.8248671416906117,0.1268447772391681,0.009448278659520713
FIN,2013,0.026958077826969042,0.8293014162676386,0.1343647352744194,0.009375770630973028
FIN,2014,0.029212112110555456,0.821630619929424,0.13946240189696027,0.00969486606306039
FIN,2015,0.031625606667629556,0.8351771448878136,0.12284662259701243,0.010350625847544499
FIN,2016,0.02868440852922909,0.8362628669092853,0.12498206573449817,0.010070658826987459
FIN,2017,0.028403398914728126,0.8312811499113999,0.12965463416493958,0.010660817008932446
FIN,2018,0.033713152699093564,0.8202048839339117,0.13455160050441806,0.011530362862576663
FIN,2019,0.03646760859275081,0.8259925477864377,0.12459159688873946,0.012948246732072115
FIN,2020,0.030418157582703303,0.8413597179733436,0.12242131066829937,0.0058008137756535814
FJI,2011,0.10779671827951567,0.7258312364162592,0.1652883012961966,0.0010837440080284496
FJI,2012,0.10778807825256688,0.7257730603039098,0.16527505330865824,0.0011638081348650689
FJI,2013,0.1078179357358224,0.7259741005034884,0.16532083477445536,0.0008871289862337297
FJI,2014,0.10780532006681391,0.7258891552222607,0.16530149081344625,0.0010040338974791221
FJI,2015,0.10779823844259837,0.7258414721673806,0.16529063224030568,0.0010696571497153804
FJI,2016,0.10779372530625358,0.7258110837628601,0.16528371219590587,0.001111478734980428
FJI,2017,0.10777216400557986,0.7256659043238354,0.16525065149993248,0.0013112801706521785
FJI,2018,0.10776631563386793,0.7256265252901994,0.16524168392761998,0.001365475148312523
FJI,2019,0.10776342279518776,0.7256070468746212,0.16523724824249109,0.0013922820876999971
FJI,2020,0.10788355274402148,0.7264159218745948,0.16542144753912633,0.00027907784225745234
FRA,2011,0.12916779547697377,0.795575327660573,0.06554330891646395,0.009713567945989215
FRA,2012,0.12919629431706806,0.7945230602217118,0.06678556842190984,0.009495077039310155
FRA,2013,0.12926136820881745,0.7947356725420776,0.0670067821140714,0.008996177135033612
FRA,2014,0.12927098243893884,0.7917472293066081,0.07005932028631741,0.008922467968135582
FRA,2015,0.12926060420511817,0.7819419272462871,0.07979543395276732,0.009002034595827399
FRA,2016,0.1292424886115668,0.7852851704556145,0.07633142028816436,0.009140920644654441
FRA,2017,0.1292755637485321,0.7878594800511042,0.07397761153624531,0.008887344664118385
FRA,2018,0.129229960695076,0.791201568778098,0.07033150245312118,0.009236968073705002
FRA,2019,0.1292336827113835,0.7925481810216486,0.06900970385664787,0.009208432410320145
FRA,2020,0.12974377554333205,0.7978085548534822,0.06714994869717773,0.0052977209060079316
GAB,2011,0.10721822305179636,0.7219360352106293,0.16440127535568683,0.006444466381887471
GAB,2012,0.1072190062592557,0.7219413088895996,0.16440247628888913,0.0064372085622556845
GAB,2013,0.10721984414395264,0.7219469505192893,0.16440376106119692,0.006429444275561206
GAB,2014,0.10722066549037082,0.7219524808570534,0.16440502046362016,0.006421833188955497
GAB,2015,0.10722141945608896,0.7219575577016998,0.1644061764969748,0.006414846345236363
GAB,2016,0.10722267180454888,0.7219659901459068,0.1644080967764196,0.00640324127312476
GAB,2017,0.10722385047953285,0.7219739265881534,0.16440990407569855,0.006392318856615026
GAB,2018,0.10722497184415054,0.7219814771138366,0.16441162355256994,0.006381927489443084
GAB,2019,0.1072260640355627,0.7219888312663543,0.16441329817764141,0.006371806520441586
GAB,2020,0.10722715061507936,0.7219961475487477,0.1644149642465886,0.006361737589584377
GBR,2011,0.10395423795321014,0.8279405567364106,0.052411486437235665,0.015693718873143588
GBR,2012,0.08620265658323205,0.8443582320311266,0.053793472420320586,0.015645638965320816
GBR,2013,0.010756158258506864,0.9783213449381346,0.008605476369420023,0.0023170204339385695
GBR,2014,0.00969340784545851,0.9797422082556074,0.008319561534749428,0.0022448223641845914
GBR,2015,0.011048826034105012,0.9799204477682366,0.007053178456353995,0.0019775477413044723
GBR,2016,0.010540738477956998,0.9812853391773225,0.006177096077715398,0.0019968262670049183
GBR,2017,0.008554586151201663,0.9831136904368721,0.006196455033272998,0.002135268378653196
GBR,2018,0.008239141415394913,0.9833769721764165,0.006163484365799808,0.002220402042388755
GBR,2019,0.008502081391505692,0.9834100823961943,0.006006359491916405,0.0020814767203834387
GBR,2020,0.008451691747727023,0.9848128564162465,0.005424817382848854,0.0013106344531776698
GEO,2011,0.08669823591208801,0.38954660312341965,0.523674815150574,8.03458139182301e-05
GEO,2012,0.08670190429477137,0.3909246786980561,0.5223353798735356,3.8037133636774635e-05
GEO,2013,0.08670195430587865,0.3957460039183515,0.5175145814369038,3.746033886622539e-05
GEO,2014,0.0867015059665939,0.40233718866610296,0.5109186741820194,4.263118528359192e-05
GEO,2015,0.08670331950897953,0.4132104236996213,0.500064541794963,2.1714996436154124e-05
GEO,2016,0.08670299464499218,0.4302670139058212,0.48300452968809643,2.5461761090110893e-05
GEO,2017,0.08669862699353897,0.443502956151638,0.46972258151363916,7.583534118389747e-05
GEO,2018,0.08669376767492855,0.4568562393686547,0.456318113473926,0.0001318794824907902
GEO,2019,0.08669637652544365,0.4468201045041978,0.46638172823047536,0.00010179073988325967
GEO,2020,0.08670334651511911,0.4484040207674898,0.46487122919176493,2.140352562624102e-05
GHA,2011,0.1079087938867393,0.7265858787807914,0.16546015067616338,4.517665630598521e-05
GHA,2012,0.10791062322521815,0.7265981964197099,0.16546295559721574,2.8224757856305492e-05
GHA,2013,0.10791213170917872,0.7266083535488228,0.16546526864812278,1.4246093875780517e-05
GHA,2014,0.1079122236110846,0.7266089723012364,0.16546540956379635,1.339452388263678e-05
GHA,2015,0.10791281436810816,0.7266129498597889,0.1654663153331745,7.920438928418175e-06
GHA,2016,0.10791286728720165,0.7266133066111523,0.16546639652459763,7.429577048386005e-06
GHA,2017,0.1079134354863013,0.7266171320162363,0.16546726768523398,2.1648122282089557e-06
GHA,2018,0.10791240294336005,0.7266101797358895,0.16546568452349392,1.173279725649242e-05
GHA,2019,0.10791247425600514,0.7266106599221189,0.1654657938494485,1.1071972427260215e-05
GHA,2020,0.1079125389163605,0.7266110955086261,0.16546589300508613,1.0472569927266331e-05
GIN,2011,0.1072907702071173,0.7224245195202528,0.16451251433943426,0.0057721959331957255
GIN,2012,0.10729376057796407,0.722444654430619,0.16451709953463933,0.005744485456777708
GIN,2013,0.10729691096742094,0.7224658671632789,0.16452193011624774,0.00571529175305249
GIN,2014,0.10730032075413538,0.7224888265393089,0.16452715850797864,0.005683694198577161
GIN,2015,0.10730411340746024,0.7225143635983065,0.1645329738464877,0.005648549147745599
GIN,2016,0.10730768497466704,0.7225384121967027,0.16453845029540687,0.005615452533223348
GIN,2017,0.107311649560209,0.7225651070369048,0.16454452932932528,0.005578714073560861
GIN,2018,0.10731596313401014,0.7225941518562755,0.16455114350430244,0.005538741505411977
GIN,2019,0.10732054488234652,0.7226250022436699,0.16455816881683877,0.005496284057144814
GIN,2020,0.10732534613683604,0.7226573306749589,0.1645655307026232,0.005451792485581926
GNB,2011,0.10721156460388157,0.7218912017862685,0.1643910656801457,0.006506167929704122
GNB,2012,0.10721216660554074,0.721895255114576,0.16439198885395923,0.006500589425924138
GNB,2013,0.1072127942425117,0.7218994812164755,0.1643929511398433,0.00649477340116939
GNB,2014,0.10721344387305276,0.7219038555157518,0.16439394732394577,0.0064887532872498505
GNB,2015,0.10721411253572409,0.7219083577925016,0.16439497258075667,0.006482557091017672
GNB,2016,0.10721480194893696,0.7219129997401184,0.16439602968883008,0.006476168622114691
GNB,2017,0.10721550920939628,0.7219177620792968,0.16439711411240404,0.006469614598903057
GNB,2018,0.10721623471269844,0.7219226469449106,0.1643982266054521,0.006462891736938964
GNB,2019,0.10721697834735024,0.7219276541507991,0.16439936684354522,0.006456000658305421
GNB,2020,0.10721774061003383,0.7219327868602312,0.16440053562550735,0.006448936904227537
GNQ,2011,0.10791338287876048,0.7266167779899207,0.16546718702507265,2.6521062461953677e-06
GNQ,2012,0.10791269666473924,0.726612157548838,0.16546613487341227,9.010913010343847e-06
GNQ,2013,0.10791321261784308,0.72661563161276,0.16546692604212587,4.229727271025407e-06
GNQ,2014,0.10791326846952852,0.7266160076364339,0.16546701159488553,3.712299152075564e-06
GNQ,2015,0.1079130887478633,0.7266147975495317,0.16546673606064252,5.377641962526505e-06
GNQ,2016,0.10791321538174328,0.7266156501916982,0.16546693022540823,4.2042011502791665e-06
GNQ,2017,0.10791313482262907,0.7266151077473824,0.16546680672645503,4.950703533560646e-06
GNQ,2018,0.10791281491840453,0.7266129537561332,0.1654663162042502,7.915121211847223e-06
GNQ,2019,0.10791329486341787,0.7266161854352812,0.16546705214070798,3.467560593065611e-06
GNQ,2020,0.10791003994889552,0.7265942689714954,0.16546206129044186,3.362978916724912e-05
GRC,2011,0.13042335934048918,0.8621240572184549,0.007365005051473064,8.757838958278596e-05
GRC,2012,0.13042844297475129,0.863578825532135,0.005944127632873507,4.860386024024293e-05
GRC,2013,0.13043305213185977,0.8642310694894962,0.005322611389568888,1.326698907502828e-05
GRC,2014,0.13037869468612312,0.8615726580428685,0.0076186398646189354,0.0004300074063894446
GRC,2015,0.1303610053207061,0.862703832721829,0.006369536082878396,0.0005656258745866343
GRC,2016,0.130379971218046,0.8647511752666242,0.004448632853682556,0.000420220661647266
GRC,2017,0.13038843680156537,0.8638490703397194,0.005407175004049717,0.0003553178546655575
GRC,2018,0.13039294349306768,0.8633128199786919,0.005973469975092533,0.00032076655314779975
GRC,2019,0.13038754253711773,0.861811600346712,0.007438683234072877,0.0003621738820972913
GRC,2020,0.13041271054605613,0.860117957959874,0.009300112347166906,0.00016921914690292642
GTM,2011,0.16146654139551103,0.5908901040731123,0.24758203013001887,6.132440135791116e-05
GTM,2012,0.1583000107661932,0.598921411974357,0.24272668311891257,5.1894140537183367e-05
GTM,2013,0.1554689655078699,0.6061307764099103,0.23838574704069765,1.4511041522158427e-05
GTM,2014,0.15291067552428686,0.6126251169202303,0.2344630359408924,1.1716145906517441e-06
GTM,2015,0.15058469305815103,0.6185131507776324,0.23089652935583158,5.626808384842173e-06
GTM,2016,0.1481881158479183,0.6245826187991596,0.2272217775229002,7.487830021975002e-06
GTM,2017,0.1460148970327388,0.6300893713921553,0.22388950882149683,6.222753608965599e-06
GTM,2018,0.1440385195013877,0.6351012392571979,0.22085906314767964,1.1780937348068225e-06
GTM,2019,0.14222167743448666,0.6397047946703968,0.2180732387893593,2.8910575727436343e-07
GTM,2020,0.14054697035279443,0.6439476684830617,0.2155053545750756,6.589068282515885e-09
GUY,2011,0.10791197575289048,0.7266073035208684,0.16546502944274497,1.5691283496213124e-05
GUY,2012,0.10791237528898978,0.72660999358027,0.16546564217430706,1.1988956433081952e-05
GUY,2013,0.10791300178678936,0.7266142120429279,0.16546660271598485,6.183454297805146e-06
GUY,2014,0.10791300216121331,0.7266142144173253,0.16546660326551998,6.1801559414894435e-06
GUY,2015,0.10791300250422224,0.726614216821077,0.1654666037940355,6.1768806655379326e-06
GUY,2016,0.1079130036618727,0.7266142246938394,0.16546660566733168,6.165976956119168e-06
GUY,2017,0.10791300484839328,0.7266142325799659,0.16546660743927089,6.155132369952618e-06
GUY,2018,0.1079135325608726,0.726617785927582,0.16546741662116252,1.264890382964848e-06
GUY,2019,0.10791360423065387,0.7266182683988663,0.16546752653582097,6.008346588641761e-07
GUY,2020,0.10791352140770533,0.7266177109454794,0.16546739953970804,1.3681071071737111e-06
HND,2011,0.10791116720917367,0.7266018590716288,0.16546378974100068,2.3183978196748745e-05
HND,2012,0.10791087852264407,0.7265999153361022,0.16546334710427718,2.585903697655746e-05
HND,2013,0.10791098565886695,0.7266006367176038,0.16546351132174741,2.4866301781987406e-05
HND,2014,0.10791251338922395,0.7266109234689979,0.16546585390036347,1.0709241414598807e-05
HND,2015,0.10791298892411057,0.7266141254081258,0.16546658298267755,6.302685085965497e-06
HND,2016,0.10791312819068849,0.7266150631054773,0.16546679652393234,5.01217990190941e-06
HND,2017,0.10791335780864042,0.7266166093627503,0.16546714859225176,2.8842363575959515e-06
HND,2018,0.10791306014348594,0.7266146050706612,0.16546669219910726,5.642586745692962e-06
HND,2019,0.10791211315310478,0.7266082285976867,0.16546524022662779,1.4418022580544839e-05
HND,2020,0.10791317213945291,0.7266153590238127,0.16546686391872797,4.604918006534837e-06
HRV,2011,0.008639334741222148,0.8942308646202335,0.09706312488064331,6.667575790098792e-05
HRV,2012,0.009183519663542096,0.8942762526416803,0.09646832367288365,7.190402189393051e-05
HRV,2013,0.008471693544212544,0.9077158656282331,0.08375333048922923,5.911033832509968e-05
HRV,2014,0.008080735968551233,0.9083535593136323,0.08352721715785397,3.84875599626036e-05
HRV,2015,0.0077271565052709325,0.9145107528496226,0.07773448226270252,2.7608382403993823e-05
HRV,2016,0.007075237944807603,0.920815519505597,0.0720873300037001,2.1912545895291396e-05
HRV,2017,0.006503539805583713,0.9124341279160764,0.0810441114234278,1.822085491203802e-05
HRV,2018,0.005744666407411737,0.9134314186061966,0.08080830746425843,1.560752213324443e-05
HRV,2019,0.0058835052930611914,0.9071648389681913,0.0869384969954372,1.3158743310267822e-05
HRV,2020,0.006247034244322157,0.8975785728320906,0.09616913280343829,5.2601201489163334e-06
HTI,2011,0.10733413331276964,0.72271649762598,0.1645790044395847,0.00537036462166574
HTI,2012,0.10733888736407951,0.7227485082543307,0.1645862940240817,0.005326310357508077
HTI,2013,0.1073437376708286,0.7227811668870676,0.16459373107329264,0.00528136436881116
HTI,2014,0.10734868547520088,0.7228144822389313,0.16460131772194092,0.0052355145639269235
HTI,2015,0.10735371629942576,0.7228483565321634,0.1646090316428178,0.005188895525593102
