iso_alpha_3,year,frac_trns_mtkm_dem_freight_rail_freight
MDG,2019,0.16546762589121178
MDG,2020,0.16546762589602734
MDG,2021,0.16546762588437172
MDV,2011,0.16546762593198255
MDV,2012,0.1654676258881375
MDV,2013,0.16546762590590944
MDV,2014,0.1654676259076567
MDV,2015,0.16546762585648941
MDV,2016,0.16546762593507386
MDV,2017,0.1654676259350702
MDV,2018,0.1654676258881494
MDV,2019,0.16546762591178957
MDV,2020,0.16546762589826908
MDV,2021,0.16546762588333236
MEX,2011,0.10131497506459579
MEX,2012,0.09904213880402024
MEX,2013,0.09690696895966326
MEX,2014,0.0977723606925799
MEX,2015,0.09896470001610314
MEX,2016,0.09889622679552273
MEX,2017,0.09878858938042398
MEX,2018,0.09879633270615383
MEX,2019,0.1000378104705448
MEX,2020,0.10219996026317527
MEX,2021,0.10523569845284107
MKD,2011,0.022012564165016107
MKD,2012,0.019551697600410447
MKD,2013,0.023208251332682842
MKD,2014,0.016192067069038876
MKD,2015,0.011541064185753012
MKD,2016,0.008923152364836349
MKD,2017,0.010817333507764464
MKD,2018,0.012110383164582093
MKD,2019,0.014308783548987142
MKD,2020,0.013509803495562899
MKD,2021,0.013776278490324879
MLI,2011,0.1654676258981436
MLI,2012,0.16546762593814096
MLI,2013,0.16546762593209094
MLI,2014,0.16546762590169872
MLI,2015,0.16546762589324687
MLI,2016,0.16546762590568037
MLI,2017,0.16546762587411307
MLI,2018,0.16546762586607158
MLI,2019,0.16546762596470052
MLI,2020,0.16546762583739008
MLI,2021,0.16546762588741878
MLT,2011,0.16546762594314673
MLT,2012,0.16546762593095393
MLT,2013,0.16546762593866599
MLT,2014,0.1654676258387595
MLT,2015,0.16546762588478967
MLT,2016,0.1654676259113463
MLT,2017,0.16546762595081285
MLT,2018,0.16546762585756536
MLT,2019,0.1654676259036036
MLT,2020,0.16546762592393383
MLT,2021,0.16546762584601768
MMR,2011,0.16546762585791897
MMR,2012,0.16546762592538136
MMR,2013,0.16546762588953365
MMR,2014,0.16546762588601985
MMR,2015,0.16546762587226174
MMR,2016,0.16546762587063563
MMR,2017,0.16546762587955036
MMR,2018,0.16546762585978028
MMR,2019,0.16546762587295885
MMR,2020,0.1654676258636151
MMR,2021,0.16546762591964345
MNE,2011,0.2484472049689441
MNE,2012,0.21301429822001752
MNE,2013,0.2654196157735086
MNE,2014,0.1892109500805153
MNE,2015,0.1932367149758454
MNE,2016,0.2089942153386826
MNE,2017,0.2701406649616368
MNE,2018,0.5964074886005263
MNE,2019,0.596412653935375
MNE,2020,0.5964179144460359
MNE,2021,0.5964177806917581
MNG,2011,0.16546762593416675
MNG,2012,0.16546762586427588
MNG,2013,0.16546762591840558
MNG,2014,0.1654676258841246
MNG,2015,0.16546762588214495
MNG,2016,0.16546762590371134
MNG,2017,0.16546762588530228
MNG,2018,0.16546762588569922
MNG,2019,0.1654676259348926
MNG,2020,0.1654676258837141
MNG,2021,0.1654676258928882
MOZ,2011,0.16546762593467107
MOZ,2012,0.16546762588281522
MOZ,2013,0.1654676258881361
